Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2022-0276,09/10/2022,22:30:00,09/10/2022,22:31:00,Indiana: Spencer County;,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Unknown,Unknown,,,,2022,2022
OE417-2022-0277,09/11/2022,18:19:00,09/11/2022,22:28:00,Texas: Fayette County;,TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0278,09/13/2022,19:55:00,09/13/2022,20:01:00,Texas: El Paso County;,TRE,"Severe Weather; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0279,09/15/2022,19:52:00,09/15/2022,21:31:00,Texas: Fayette County;,TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0280,09/16/2022,18:30:00,09/16/2022,23:15:00,Oregon: Multnomah County; Washington: Clark County;,WECC,Transmission Interruption; Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0281,09/16/2022,18:00:00,09/16/2022,18:01:00,Utah:,WECC,Suspicious Activity; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0282,09/21/2022,16:19:00,09/21/2022,18:01:00,Texas: Louisiana: Arkansas: Jefferson County; Mississippi:,TRE/SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,1521,,,,2022,2022
OE417-2022-0283,09/22/2022,03:58:00,09/22/2022,04:00:00,"Florida: Pinellas County, Pasco County, Orange County, Lake County;",SERC,"Vandalism; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Unknown,Unknown,,,,2022,2022
OE417-2022-0284,09/22/2022,10:02:00,09/22/2022,11:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,,,,2022,2022
OE417-2022-0285,09/23/2022,10:10:00,09/23/2022,11:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,2,0,,,,2022,2022
OE417-2022-0286,09/27/2022,08:42:00,09/27/2022,10:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,,,,2022,2022
OE417-2022-0287,09/28/2022,15:00:00,10/03/2022,15:53:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,676000,,,,2022,2022
OE417-2022-0288,09/28/2022,18:00:00,09/30/2022,15:20:00,Florida:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",1000,116937,,,,2022,2022
OE417-2022-0289,09/28/2022,15:00:00,Unknown,Unknown,"Florida: Hillsborough County, Polk County, Pasco County, Pinellas County;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",750,291361,,,,2022,2022
OE417-2022-0290,09/29/2022,04:00:00,10/03/2022,00:00:00,"Florida: Orange County, Osceola County;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,,,,2022,2022
OE417-2022-0291,09/29/2022,03:27:00,Unknown,Unknown,Florida: Polk County;,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",150,15797,,,,2022,2022
OE417-2022-0292,09/30/2022,18:30:00,10/01/2022,18:36:00,North Carolina: South Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,154100,,,,2022,2022
OE417-2022-0293,09/30/2022,13:46:00,09/30/2022,18:09:00,South Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,108930,,,,2022,2022
OE417-2022-0294,09/30/2022,02:45:00,10/01/2022,16:15:00,North Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,48323,,,,2022,2022
OE417-2022-0295,09/30/2022,11:00:00,09/30/2022,12:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,2,0,,,,2022,2022
OE417-2022-0296,10/03/2022,06:00:00,10/04/2022,07:00:00,Alabama: Barbour County; Virginia:,SERC,Suspicious activity; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0297,10/03/2022,13:45:00,10/03/2022,14:30:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,,,,2022,2022
OE417-2022-0298,10/08/2022,16:23:00,10/08/2022,16:50:00,New York: Queens County;,NPCC,"Suspicious activity; Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.","Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",100,0,,,,2022,2022
OE417-2022-0299,10/10/2022,15:50:00,10/10/2022,16:05:00,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,0,,,,2022,2022
OE417-2022-0300,10/13/2022,10:00:00,10/13/2022,11:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,,,,2022,2022
OE417-2022-0301,10/14/2022,13:15:00,10/14/2022,17:45:00,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,NPCC,"Sever Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,76388,,,,2022,2022
OE417-2022-0302,10/14/2022,13:30:00,Unknown ,Unknown,Texas: Bee County;,RE ,Cyber Event; Reportable Cyber Security Incident,Reportable Cyber Security Incident,0,0,,,,2022,2022
OE417-2022-0303,10/15/2022,09:52:00,10/15/2022,10:23:00,Arizona: Maricopa County;,WECC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0304,10/15/2022,20:04:00,10/18/2022,16:03:00,Louisiana: Lafourche Parish;,SERC,"System Operations; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",69,16225,,,,2022,2022
OE417-2022-0305,10/18/2022,15:12:00,Unknown ,Unknown,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,Unknown,,,,2022,2022
OE417-2022-0306,10/21/2022,11:15:00,10/21/2022,11:18:00,California: Trinity County;,WECC,"Suspicious activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0307,10/24/2022,00:00:00,10/28/2022,00:00:00,Massachusetts: Essex County[13];,NPCC,Cyber Event; Reportable Cyber Security Incident,Reportable Cyber Security Incident,0,0,,,,2022,2022
OE417-2022-0308,10/24/2022,16:29:00,10/24/2022,18:05:00,Texas: New Mexico: Chaves County;,TRE/WECC,"System Operations; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",34,7551,,,,2022,2022
OE417-2022-0309,10/25/2022,01:45:00,10/25/2022,13:50:00,Texas: Harris County;,TRE,"System Operations; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,109865,,,,2022,2022
OE417-2022-0310,10/26/2022,19:32:00,10/26/2022,20:38:00,Texas:,TRE,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0311,10/27/2022,00:01:00,10/27/2022,13:00:00,Arkansas:,SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,0,,,,2022,2022
OE417-2022-0312,10/28/2022,14:16:00,10/28/2022,15:00:00,California: Los Angeles County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,2,0,,,,2022,2022
OE417-2022-0313,10/31/2022,21:14:00,10/31/2022,22:14:00,Louisiana:,SERC,Suspicious activity; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,0,,,,2022,2022
OE417-2022-0314,11/02/2022,15:11:00,11/02/2022,15:25:00,Texas: Cameron County;,TRE,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0315,11/03/2022,12:07:00,11/03/2022,14:24:00,Washington: Douglas County;,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0316,11/04/2022,20:05:00,11/07/2022,09:00:00,"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,214000,,,,2022,2022
OE417-2022-0317,11/05/2022,13:00:00,11/08/2022,07:00:00,"Michigan: Kalamazoo County, Kent County, Calhoun County, Genesee County, Ottawa County, Muskegon County, Eaton County, Saginaw County, Van Buren County, Hillsdale County, Shiawassee County, Jackson County, Lenawee County, Branch County, Montcalm County, Monroe County, Manistee County, Roscommon County, Clinton County, Ingham County, Gladwin County, Arenac County, Ogemaw County, Iosco County, Alcona County;",RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,158450,,,,2022,2022
OE417-2022-0318,11/05/2022,19:57:00,Unknown,Unknown,"Michigan: Oakland County, Wayne County, Monroe County, Lapeer County, St. Clair County, Washtenaw County, Macomb County, Tuscola County, Sanilac County, Huron County;",RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,53000,,,,2022,2022
OE417-2022-0319,11/05/2022,19:00:00,Unknown,Unknown,Wisconsin:,MRO/RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,50000,,,,2022,2022
OE417-2022-0320,11/08/2022,15:48:00,11/08/2022,16:21:00,Texas: Hockley County;,TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0321,11/10/2022,11:07:00,11/10/2022,12:00:00,Arkansas: Pulaski County;,SERC,Generation Inadequacy; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0322,11/10/2022,06:00:00,11/11/2022,08:47:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",Unknown,160000,,,,2022,2022
OE417-2022-0323,11/11/2022,01:00:00,11/11/2022,05:00:00,California: San Bernardino County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,Unknown,,,,2022,2022
OE417-2022-0324,11/11/2022,01:41:00,11/14/2022,14:00:00,Ohio: Knox County;,RF,Actual Physical Attack/Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,7,1775,,,,2022,2022
OE417-2022-0325,11/15/2022,10:17:00,11/15/2022,11:06:00,Massachusetts: Hampden County[13];,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0326,11/15/2022,01:00:00,11/15/2022,06:00:00,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0327,11/18/2022,04:30:00,11/18/2022,04:59:00,Washington: Cowlitz County;,WECC,Actual Physical Attack/Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,3,1454,,,,2022,2022
OE417-2022-0328,11/22/2022,10:01:00,11/22/2022,10:43:00,Maine: Penobscot County;,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0329,11/23/2022,07:03:00,11/23/2022,08:57:00,Texas: Cameron County;,TRE,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0330,11/23/2022,10:15:00,11/23/2022,14:09:00,Washington: Pierce County;,WECC,Actual Physical Attack/Vandalism; Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,0,0,,,,2022,2022
OE417-2022-0331,11/23/2022,12:46:00,11/23/2022,13:19:00,Michigan:,RF,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0332,11/23/2022,09:30:00,Unknown,Unknown,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,RF,Cyber Event; Cyber event that could potentially impact electric power system adequacy or reliability,Cyber event that could potentially impact electric power system adequacy or reliability,Unknown,Unknown,,,,2022,2022
OE417-2022-0333,11/24/2022,01:40:00,11/24/2022,01:45:00,Oregon: Clackamas County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0334,11/25/2022,05:00:00,11/25/2022,08:00:00,California: Riverside County;,WECC,Actual Physical Attack/Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0335,11/27/2022,17:28:00,11/27/2022,23:58:00,Maryland: Montgomery County;,RF,"Transmission Interruption; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",190,87500,,,,2022,2022
OE417-2022-0336,11/28/2022,01:08:00,11/28/2022,02:24:00,Oregon: Clackamas County;,WECC,Actual Physical Attack/Vandalism; Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Unknown,6337,,,,2022,2022
OE417-2022-0337,11/30/2022,18:45:00,12/02/2022,04:00:00,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",113,113000,,,,2022,2022
OE417-2022-0338,11/30/2022,02:37:00,11/30/2022,06:10:00,New York: Broome County;,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0339,11/30/2022,03:35:00,11/30/2022,09:10:00,Alabama: Mississippi: Georgia:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more","Loss of electric service to more than 50,000 customers for 1 hour or more",386,54110,,,,2022,2022
OE417-2022-0340,12/03/2022,19:51:00,Unknown,Unknown,North Carolina: Moore County;,SERC,Vandalism; Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,99,45000,,,,2022,2022
OE417-2022-0341,12/05/2022,18:20:00,12/05/2022,18:55:00,Pennsylvania: York County;,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0342,12/05/2022,09:00:00,12/05/2022,13:00:00,New York: Orange County;,NPCC,Vandalism; Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,0,0,,,,2022,2022
OE417-2022-0343,12/06/2022,09:25:00,Unknown,Unknown,California: Sacramento County;,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0344,12/06/2022,08:26:00,12/06/2022,08:30:00,Kentucky: Jefferson County;,SERC,"Vandalism; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0345,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia: Heard County;,SERC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0346,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia: Bartow County;,SERC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0347,12/06/2022,12:45:00,Unknown,Unknown,Ohio:,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",2600,Unknown,,,,2022,2022
OE417-2022-0348,12/06/2022,08:15:00,12/06/2022,12:15:00,Pennsylvania:,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",1883,Unknown,,,,2022,2022
OE417-2022-0349,12/07/2022,13:35:00,12/07/2022,13:40:00,Illinois: Cook County;,SERC/RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0350,12/07/2022,16:42:00,12/07/2022,21:00:00,North Carolina: South Carolina:,SERC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0351,12/08/2022,12:36:00,Unknown,Unknown,Indiana: Vigo County;,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0352,12/10/2022,01:14:00,12/10/2022,02:02:00,Massachusetts: Suffolk County[13];,NPCC,Transmission Interruption; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0353,12/10/2022,11:00:00,12/12/2022,06:00:00,"Missouri: Greene County, Dunklin County;",SERC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0354,12/13/2022,23:59:00,12/14/2022,03:39:00,Washington: Spokane County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,10,583,,,,2022,2022
OE417-2022-0355,12/14/2022,10:42:00,12/14/2022,12:05:00,Florida: Hillsborough County;,SERC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0356,12/14/2022,11:23:00,Unknown,Unknown,Indiana:,RF,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0357,12/14/2022,12:52:00,Unknown,Unknown,Montana: Richland County;,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Unknown,Unknown,,,,2022,2022
OE417-2022-0358,12/15/2022,05:30:00,12/15/2022,05:31:00,Utah: Salt Lake County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0359,12/16/2022,23:30:00,12/18/2022,23:21:00,Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,36600,,,,2022,2022
