Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2004-0061,2004-08-30 00:00:00,6:58 p.m.,"8/31/04, 3:35 p.m.",,"Central Virginia, South to North Carolina and East to the Virginia Coast",SERC,Tropical Storm Gaston,,150,99816,,,,2004,2004
OE417-2004-0062,2004-09-03 00:00:00,9:00 p.m.,"9/05/04, 2:00 p.m.",,"City of Fort Pierce, Florida",FRCC,Hurricane Frances,,125,26000,,,,2004,2004
OE417-2004-0063,2004-09-04 00:00:00,8:00 a.m.,"9/06/04, 8:00 a.m.",,"West Palm Beach to Daytona Beach, Florida",FRCC,Hurricane Frances,,6000,2775093,,,,2004,2004
OE417-2004-0064,2004-09-04 00:00:00,10:00 a.m.,"09/12/04, 7:00 p.m.",,"Hillsborough, Pasco, and Polk County, Florida",FRCC,Hurricane Frances,,1100,268000,,,,2004,2004
OE417-2004-0065,2004-09-05 00:00:00,1:00 a.m.,"09/09/04, 5:00 p.m.",,"Orlando, Florida",FRCC,Hurricane Frances,,200,65000,,,,2004,2004
OE417-2004-0066,2004-09-05 00:00:00,7:00 a.m.,"09/12/04 , 12:00 a.m.",,"Florida counties of Alachua, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,Hurricane Frances,,2100,832898,,,,2004,2004
OE417-2004-0067,2004-09-06 00:00:00,1:00 p.m.,"09/09/04, 12:00 p.m.",,"Florida, Mississippi, Alabama, Georgia",SERC,Hurricane Frances,,3000,99000,,,,2004,2004
OE417-2004-0068,2004-09-07 00:00:00,10:00 a.m.,"09/08/04, 12:00 p.m.",,Georgia,SERC,Hurricane Frances,,2200,150000,,,,2004,2004
OE417-2004-0069,2004-09-15 00:00:00,12:04 p.m.,09/23/04 12:00 p.m.,,Whole Island of Puerto Rico,PR,Hurricane Jeanne,,1243,1423590,,,,2004,2004
OE417-2004-0070,2004-09-15 00:00:00,7:00 p.m.,"09/17/04, 7:00 p.m.",,"Florida, Mississippi, Alabama, Georgia",SERC,Hurricane Ivan,,916,916316,,,,2004,2004
OE417-2004-0071,2004-09-16 00:00:00,2:00 a.m.,"9/16/04, 10:02 a.m.",,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",SERC,Hurricane Ivan,,263,75000,,,,2004,2004
OE417-2004-0072,2004-09-16 00:00:00,9:00 p.m.,"9/20/04, 4:00 p.m.",,Western  North and South Carolina,SERC,Hurricane Ivan,,500,175000,,,,2004,2004
OE417-2004-0073,2004-09-17 00:00:00,4:30 a.m.,"09/18/04, 12:00 p.m.",,Western North Carolina,SERC,Hurricane Ivan,,400,112000,,,,2004,2004
OE417-2004-0074,2004-09-25 00:00:00,5:00 p.m.,"09/26/04, 9:00 a.m.",,"City of Fort Pierce, Florida",FRCC,Hurricane Jeanne,,125,26000,,,,2004,2004
OE417-2004-0075,2004-09-26 00:00:00,2:00 a.m.,"9/27/04, 12:00 a.m.",,"Hillsborough, Pasco, and Polk County, Florida",FRCC,Hurricane Jeanne,,1250,285300,,,,2004,2004
OE417-2004-0076,2004-09-26 00:00:00,3:00 a.m.,"09/30/04, 9:00 a.m.",,"Orlando and St. Cloud, Florida",FRCC,Hurricane Jeanne,,350,110000,,,,2004,2004
OE417-2004-0077,2004-09-26 00:00:00,6:00 a.m.,"10/01/04, 12:00 a.m.",,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,Hurricane Jeanne,,1800,722000,,,,2004,2004
OE417-2004-0078,2004-09-27 00:00:00,8:00 a.m.,"09/27/04, 2:00 p.m.",,Georgia,SERC,Hurricane Jeanne,,854,85455,,,,2004,2004
OE417-2004-0079,2004-09-27 00:00:00,4:06 p.m.,"09/27/04, 4:12 p.m.",,Nova Scotia,NPCC,Switch Error Concerning Breakers,,-,-,,,,2004,2004
OE417-2004-0080,2004-10-10 00:00:00,5:09 p.m.,"10/11/04, 7:57 p.m.",,Island Wide,PR,Breaker Failure,,All,All,,,,2004,2004
OE417-2004-0081,2004-10-18 00:00:00, 10:30 p.m.,"10/20/04, 9:00 a.m.",,Northern California,WECC,Severe Storm with High Wind Gusts,,140,407440,,,,2004,2004
OE417-2004-0082,2004-10-25 00:00:00,11:00 a.m.,"10/26/04, 10:00 a.m.",,Southeastern Louisiana in the New Orleans area,SPP,Public Appeal/Breaker Failure and Fire,,-,-,,,,2004,2004
OE417-2004-0083,2004-10-28 00:00:00,3:27 p.m.,"10/28/04, 6:08 p.m.",,"San  Jose, California",WECC,Major Transmission Distribution System Interruption,,103,59458,,,,2004,2004
OE417-2004-0084,2004-10-30 00:00:00,10:00 a.m.,"11/01/04, 6:00 p.m.",,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",ECAR,Severe Storm with High Wind Gusts,,60,122000,,,,2004,2004
OE417-2004-0085,2004-10-30 00:00:00,12:30  p.m.,"11/03/04, 1:50 p.m.",,Southeastern Michigan,ECAR,High Wind Gusts,,700,159870,,,,2004,2004
OE417-2004-0086,2004-11-09 00:00:00,2:15 p.m.,"11/12/04, 1:07p.m.",,"Sayreville, New Jersey Long Island, New York",NPCC,Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,,0,0,,,,2004,2004
OE417-2004-0087,2004-11-14 00:00:00,4:55 a.m.,"11/15/04, 1:31 a.m.",,Nova Scotia ,NPCC,"Heavy Snow, High Winds and Rain/Major Distribution System Interruption",,165,165000,,,,2004,2004
OE417-2004-0088,2004-11-23 00:00:00,10:00 p.m.  ,"11/24/04, 1:00 a.m.",,"Houston, Texas and surrounding suburban areas",ERCOT,Strong Thunderstorms,,150,119000,,,,2004,2004
OE417-2004-0089,2004-11-24 00:00:00,10:00 a.m.,"11/24/04, 4:00 p.m.",,Georgia,SERC,Strong Thunderstorms,,100,83450,,,,2004,2004
OE417-2004-0090,2004-12-01 00:00:00,10:00 a.m.,"12/02/04, 11:59 p.m.",,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)", MAAC,High Winds,,270,122000,,,,2004,2004
OE417-2004-0091,2004-12-01 00:00:00,7:30 a.m.,"12/02/04, 10:09 p.m.",,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",MAAC,Heavy Rain and Wind Storm,,-,105312,,,,2004,2004
OE417-2004-0092,2004-12-23 00:00:00,3:37 a.m.,"12/31/04, 11:00 p.m.",,Columbus District,ECAR,Major Freezing Rain and Ice Storm,,800,359171,,,,2004,2004
OE417-2004-0093,2004-12-27 00:00:00,7:50 a.m.,"12/27/04, 10:50 a.m.",,"Salinas, California and surrounding communities",WECC,Severe Weather/Line Relayed,,100,95000,,,,2004,2004
OE417-2005-0001,2005-01-04 00:00:00,6:00 p.m. ,"1/14/05, 12:00 p.m.",,Eastern one third of the state of Kansas,SPP,Winter Storm,,200,211000,,,,2005,2005
OE417-2005-0002,2005-01-05 00:00:00,4:00 p.m.,"1/13/05, 6:00 p.m.",,Akron and Mansfield areas,ECAR,Ice Storm,,250,246990,,,,2005,2005
OE417-2005-0003,2005-01-05 00:00:00,9:10 p.m.,"1/16/05, 11:00 a.m.",,Indiana Michigan Region - Muncie District,ECAR,Winter Ice Storm,,545,114791,,,,2005,2005
OE417-2005-0004,2005-01-07 00:00:00,1:00 p.m.,"1/10/05, 8:00 a.m.",,Northern California,WECC,Winter Storm,,120,442000,,,,2005,2005
OE417-2005-0005, 1/19/05,9:17 a.m.,"1/19/05, 9:27 a.m.",,Island of Puerto Rico,PR,Voltage Reduction,,209,,,,,2005,2005
OE417-2005-0006,2005-01-23 00:00:00,10:42 a.m.,"1/23/05, 11:24 a.m.  ",,Island of Puerto Rico,PR,Voltage Reduction,,140,,,,,2005,2005
OE417-2005-0007,2005-01-24 00:00:00,6:38 a.m.,"1/24/05, 6:50 a.m.",,Island of Puerto Rico,PR,Voltage Reduction/Shed Load,,225,70717,,,,2005,2005
OE417-2005-0008,2005-01-24 00:00:00,12:27 p.m.,"1/24/05, 12:34 p.m.",,Island of Puerto Rico,PR,Voltage Reduction/Shed Load,,385,,,,,2005,2005
OE417-2005-0009,2005-01-29 00:00:00,10:00 a.m.,"1/31/05, 10:00 a.m",,Parts of Alabama and Georgia,SERC,Ice Storm,,100,150000,,,,2005,2005
OE417-2005-0010,2005-01-29 00:00:00,4:00 p.m.,"1/30/05, 3:00 p.m.",,Georgia,SERC,Ice Storm,,65 to 100,82000,,,,2005,2005
OE417-2005-0011,2005-02-01 00:00:00,5:78 p.m.,"2/01/05, 6:01 p.m.",,Island of Puerto Rico,PR,Voltage Reduction,,460,,,,,2005,2005
OE417-2005-0012,2005-02-15 00:00:00,1:12 p.m.,2/15/05 1:30 p.m.,,Island of Puerto Rico,PR,Generator Loss,,380,,,,,2005,2005
OE417-2005-0013,2005-02-16 00:00:00,1:26 p.m. ,"2/16/05, 1:43 p.m.",,Island of Puerto Rico,PR,Load Shedding,,325,139438,,,,2005,2005
OE417-2005-0014,2005-02-18 00:00:00,8:16 a.m.,"2/18/05, 8:41 a.m.",,Island of Puerto Rico,PR,Generator Loss/Voltage Reduction,,648,372288,,,,2005,2005
OE417-2005-0015,2005-02-24 00:00:00,12:58 a.m.,"2/24/05, 1:05 a.m.",,Island of Puerto Rico,PR,Voltage Reduction,,200,,,,,2005,2005
OE417-2005-0016,2005-03-08 00:00:00,11:00 a.m.,"3/08/05, 3:00 p.m.",,Eastern and Central North Carolina,SERC,Wind Storms,,180,51600,,,,2005,2005
OE417-2005-0017,2005-04-01 00:00:00,Midnight,"4/06/05, 12:00 p.m. ",,"Cleveland, Ohio and northeast Ohio ",ECAR,Winter Storm,,,211000,,,,2005,2005
OE417-2005-0018,2005-04-22 00:00:00,3:51 p.m.,"4/22/05, 3:59 p.m.",,"San Francisco Bay area, California",WECC,Lightning Strike,,126,PG&E,,,,2005,2005
OE417-2005-0019,2005-04-23 00:00:00,4:22 a.m.,"4/23/05, 4:48 a.m.",,Island of Puerto Rico,PR,Voltage Reduction,,345,116552,,,,2005,2005
OE417-2005-0020,2005-04-23 00:00:00,6:00 a.m,"4/27/05, 6:00 a.m.",,"Cleveland, Ohio and northeast Ohio ",ECAR,Winter Storm,,,150000,,,,2005,2005
OE417-2005-0021,2005-04-30 00:00:00,8:00 a.m.,"4/30/05, 10:00 a.m.",,Alabama and Georgia,SERC,Thunderstorms,,100,51808,,,,2005,2005
OE417-2005-0022,2005-05-08 00:00:00,3:00 p.m.,"5/08/05, 10:00 p.m.",,"Houston, Texas and surrounding suburban areas",ERCOT,Strong Thunderstorms,,672,243000,,,,2005,2005
OE417-2005-0023,2005-05-11 00:00:00,7:00 p.m.,"5/11/05, 8:31 p.m.",,Island of Puerto Rico,PR,Voltage Reduction,,529,,,,,2005,2005
OE417-2005-0024,2005-05-29 00:00:00,8:00 p.m.,"5/30/05, 2:30 a.m.",,"Houston, Texas and surrounding suburban areas",ERCOT,Strong Thunderstorms,,328,123000,,,,2005,2005
OE417-2005-0025,2005-06-05 00:00:00,2:00 p.m.,"6/10/05, 7:30 a.m.",,Southeast  Michigan,ECAR,Strong Thunderstorm/High Winds,,1826,201580,,,,2005,2005
OE417-2005-0026,2005-06-05 00:00:00,2:00 p.m.,"6/07/05, 6:00 p.m.",,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,ECAR,Strong Thunderstorm,,50-60 ,105000,,,,2005,2005
OE417-2005-0027,2005-06-06 00:00:00,12:00 p.m.,"6/08/05, 6:00 p.m.",,Central/Eastern New York state,NPCC,Strong Thunderstorms,,,65000,,,,2005,2005
OE417-2005-0028,2005-06-06 00:00:00,4:43  p.m.,"6/07/05, 10:00 p.m.",,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",MAAC,Strong Thunderstorm,,,143000,,,,2005,2005
OE417-2005-0029,2005-06-08 00:00:00,4:00 a.m.,"6/10/05, 10:00 p.m.",,Minnesota,MRO,Strong Thunderstorm,,50-100,300000,,,,2005,2005
OE417-2005-0030,2005-06-20 00:00:00,11:16 a.m.,"6/20/05, 5:15 pm.",,Island of Puerto Rico,PR,Voltage Reduction,,35,600000,,,,2005,2005
OE417-2005-0031,2005-06-24 00:00:00,8:37 p.m.,"6/24/05, 11:06 p.m.",,"Chicago, Illinois",MAIN,Transmission Equipment Failure,,350,51500,,,,2005,2005
OE417-2005-0032,2005-06-28 00:00:00,11:30 a.m.,Ongoing,,Denver Metropolitan area of Colorado,WECC,Fuel Supply Deficiency/Coal Rail Transportation Interruption,,0,0,,,,2005,2005
OE417-2005-0033,2005-06-29 00:00:00,4:30 p.m.,"7/04/05, 11:30 p.m.",,Southeast  Michigan,ECAR,Strong Thunderstorm/High Winds,,1000,114711,,,,2005,2005
OE417-2005-0034,7/01//05,,Ongoing,,"Texas, New Mexico, Oklahoma, Kansas",ERCOT,Fuel Supply - Deficiency Coal Rail Transporation Interruption,,0,0,,,,2005,2005
OE417-2005-0035,2005-07-02 00:00:00,1:27 a.m.,"7/02/05, 1:46 a.m.",,Island of Puerto Rico,PR,Load Shedding,,226,132290,,,,2005,2005
OE417-2005-0036,2005-07-05 00:00:00,9:00 p.m.,"7/06/05, 9:00 a.m.",,"Southeast and Northeast, Louisiana including the New Orleans area",SPP,Tropical Storm Cindy,,unknown,287000,,,,2005,2005
OE417-2005-0037,2005-07-10 00:00:00,8:00 a.m.,"7/12/05, 8:00 a.m.",,"Alabama, Mississippi, Florida, Georgia",SERC,Hurricane Dennis,,45,228102,,,,2005,2005
OE417-2005-0038,2005-07-10 00:00:00,12:53 p.m.,"7/11/05, 5:33 pm.",,Southwest Alabama and Western Panhandle of Florida,SERC,Hurricane Dennis,,51.2,50000,,,,2005,2005
OE417-2005-0039,2005-07-21 00:00:00,2:39 p.m.,"7/21/05, 5:30 p.m.",,Southern California,WECC,CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,,197,128050,,,,2005,2005
OE417-2005-0040,2005-07-22 00:00:00,1:55 p.m.,"7/22/05, 6:00 p.m.",,Southern California ,WECC,CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,,206,133900,,,,2005,2005
OE417-2005-0041,2005-07-23 00:00:00,1:02 a.m.,"7/26/05, 10:50 a.m.",,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",MAAC,Severe Thunderstorms,,,55118,,,,2005,2005
OE417-2005-0042,2005-07-27 00:00:00,4:50 p.m,"7/28/05, 9:24 p.m.",,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",MAAC,Severe Thunderstorms,,,93837,,,,2005,2005
OE417-2005-0043,2005-07-27 00:00:00,5:50 p.m.,"7/30/05, 9:07 p.m.",,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",MAAC,Severe Thunderstorm,,  N/A,64943,,,,2005,2005
OE417-2005-0044,2005-07-27 00:00:00,6:00 p.m.,"7/29/05, 4:00 p.m.",,"Baltimore County, Anne Arundel County and Prince Georges County, Maryland",MAAC,Severe Thunderstorms,,,87600,,,,2005,2005
OE417-2005-0045,2005-07-28 00:00:00,8:30 p.m.,"8/01/05, 5:00 p.m.",,Piedmont North and South Carolina,SERC,Severe Thunderstorm,,300,52200,,,,2005,2005
OE417-2005-0046,2005-08-01 00:00:00,10:28 a.m.,"8/01/05, 10:47 a.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,175,47116,,,,2005,2005
OE417-2005-0047,2005-08-08 00:00:00,12:38 p.m.,"8/08/05, 4:00 p.m.",,"San Francisco Bay area, California",WECC,Plant Tripped,,240,PG&E,,,,2005,2005
OE417-2005-0048,2005-08-19 00:00:00,7:37 p.m.,"8/19/05, 8:15 p.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,259,71864,,,,2005,2005
OE417-2005-0049,2005-08-20 00:00:00,2:15 p.m.,"8/20/05, 4:21 p.m. ",,Northwest Arkansas,ECAR,Severe Thunderstorms,,650,50797,,,,2005,2005
OE417-2005-0050,2005-08-25 00:00:00,3:50 p.m.,"8/25/05, 8:00 p.m.",,Southern California,WECC,CAISO determined there was inadequate electric resources to serve load. Public appeals and a shedding of interruptible and firm load occurred.,,-,-,,,,2005,2005
OE417-2005-0051,2005-08-25 00:00:00,3:51 p.m.,"8/25/05,  8:00 p.m.",,Southern California,WECC,CAISO initiated interruption of interruptible and firm load due to declaration of Transmission Emergency in Southern California,,864,409000,,,,2005,2005
OE417-2005-0052,2005-08-29 00:00:00,1:10 a.m.,"8/29/05, 12:42 p.m.",,East and Southeast Louisiana,SPP,Hurricane Katrina,,300,143000,,,,2005,2005
OE417-2005-0053,2005-08-29 00:00:00,6:00 a.m.,"8/30/05, 6:00 a.m.",,"Buras, Louisiana",SPP,Hurricane Katrina,,,"1.1 million and 100,000 gas customers",,,,2005,2005
OE417-2005-0054,2005-08-29 00:00:00,7:10 a.m.,"9/07/05, 3:00 p.m.",,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,Hurricane Katrina disrupted fuel supply in the Gulf of Mexico. Public appeals for conservation were issued.,,0,0,,,,2005,2005
OE417-2005-0055,2005-08-29 00:00:00,7:10 a.m.,"8/29/05, 10:00 p.m.",,"Alabama, Florida, Mississippi",SERC,Hurricane Katrina,,5120,512049,,,,2005,2005
OE417-2005-0056,2005-08-29 00:00:00,3:50 p.m.,"9/10/05, 12:00 p.m.",,"Alabama, Mississippi,  Tennessee",SERC,Hurricane Katrina,,118.5,323529,,,,2005,2005
OE417-2005-0057,2005-08-29 00:00:00,5:00 p.m.,"9/08/05,12:01 a.m.",,"City of Lakeland, Florida",FRCC,Hurricane Katrina disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.,,0,0,,,,2005,2005
OE417-2005-0058,2005-08-31 00:00:00,4:00 p.m.,"9/12/05, 8:00 a.m.",,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,FRCC,Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.,,0,0,,,,2005,2005
OE417-2005-0059,2005-09-12 00:00:00,12:32 p.m.,"9/12/05, 1:56 p.m.",," Los Angeles, California",WECC,Breaker protection cable accidentally cut,,2578,900000,,,,2005,2005
OE417-2005-0060,2005-09-13 00:00:00,2:14 p.m.,"9/13/05, 2:29 p.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,249,66480,,,,2005,2005
OE417-2005-0061,2005-09-13 00:00:00,6:30 p.m.,"9/16/05, 8:00 p.m.",,Southeast Wisconsin and Fox Valley,MAIN,Severe Storm,,600,110000,,,,2005,2005
OE417-2005-0062,2005-09-14 00:00:00,3:00 p.m.,"9/15/05, 3:00 p.m.",,Eastern North Carolina,SERC,Hurricane Ophelia,,215,60000,,,,2005,2005
OE417-2005-0063,2005-09-21 00:00:00,7:00 p.m.,"9/27/05, 11:00 p.m.",,Minnesota,MRO,High Winds/Tornados,,,200000,,,,2005,2005
OE417-2005-0064,2005-09-22 00:00:00,11:00 a.m.,"9/26/05, 11:30 p.m.",,Southeast Michigan,ECAR,Severe Thunderstorm,,366,53000,,,,2005,2005
OE417-2005-0065,2005-09-22 00:00:00,12:00 p.m.,"9/29/05, 12:00 p.m.",,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,Hurricane Rita disrupted fuel supply in the Gulf of Mexico. Public Appeals for conservation were issued.,,0,0,,,,2005,2005
OE417-2005-0066,2005-09-23 00:00:00,7:00 a.m.,"9/28/05, 11:29 a.m.",," Lakeland, Florida",FRCC,Hurricane Rita disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public Appeals for conservation were issued.,,0,0,,,,2005,2005
OE417-2005-0067,2005-09-23 00:00:00,1:06 p.m.,"10/06/05, 2:30 p.m.",,West and Southwest Louisiana,SPP,Hurricane Rita,,350,125000,,,,2005,2005
OE417-2005-0068,2005-09-23 00:00:00,5:00 p.m.,"9/24/05, 8:00 p.m.",,"Houston, Texas and the surrounding suburban areas",ERCOT,Hurricane Rita,,1950,715000,,,,2005,2005
OE417-2005-0069,2005-09-23 00:00:00,9:00 p.m.,"9/25/05, 7:30 a.m.",,"Texas, Louisiana, Arkansas, and Mississippi",SPP,Hurricane Rita,,,766000,,,,2005,2005
OE417-2005-0070,2005-09-24 00:00:00,6:00 a.m.," 10/02/05, 5:00 p.m.",,"Nacogdoches, Lufkin, Tyler, Jacksonville, Rusk, Paris, Commerce, Huntington",ERCOT,Hurricane Rita,,260,200000,,,,2005,2005
OE417-2005-0071,2005-09-24 00:00:00,10:00 a.m.,"9/28/05, 6:00 p.m.",,"Shreveport, Louisiana",ECAR,Hurricane Rita,,700,190000,,,,2005,2005
OE417-2005-0072,2005-10-02 00:00:00,5:40 p.m.,"10/02/05, 5:54 p.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,312,71240,,,,2005,2005
OE417-2005-0073,2005-10-18 00:00:00,3:19 p.m.,"10/18/05, 3: 37 p.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,460,142591,,,,2005,2005
OE417-2005-0074,2005-10-22 00:00:00,9:44 a.m.,"10/22/05, 11:40 a.m.",,Island of Puerto Rico,PR,Voltage Reduction/Load Shed,,360,85682,,,,2005,2005
OE417-2005-0075,2005-10-23 00:00:00,8:00 p.m..,"10/24/05, 2:00 p.m.",,"South Florida, Naples, Ft. Myers, Miami, Ft. Lauderdale, West Palm Beach and Martin county",FRCC,Hurricane Wilma,,10000,3241437,,,,2005,2005
OE417-2005-0076,2005-10-24 00:00:00,4:00 a.m.,"10/24/05, 4:00 p.m.",,"Florida counties of Collier, Charlotte and Lee",FRCC,Hurricane Wilma,,280,105000,,,,2005,2005
OE417-2005-0077,2005-10-24 00:00:00,7:00 a.m.,"11/10/05, 12:00 a.m.",,"South Florida - Cities of Key West, Clewiston, Lake Worth, and Ft. Pierce",FRCC,Hurricane Wilma,,148,84900,,,,2005,2005
OE417-2005-0078,2005-10-24 00:00:00,8:00 p.m.,"11/02/05, 4:30 p.m.",,"Maryland, North Central West Virginia, Southwestern Pennsylvania, and Northern Pennsylvania",MAAC,Hurricane Wilma,,400,303795,,,,2005,2005
OE417-2005-0079,2005-11-03 00:00:00,6:47 p.m.,"11/03/05, 7:00 p.m.",,"San Francisco Bay area, California",WECC,Plant Tripped,,136,--,,,,2005,2005
OE417-2005-0080,2005-11-06 00:00:00,7:30 a.m.,"11/11/05, 11:30  p.m.",,Southeast Michigan,ECAR,Severe Thunderstorm,,212,118000,,,,2005,2005
OE417-2005-0081,2005-11-12 00:00:00,4:00 p.m.,"11/14/05, 6:00 p.m.",,Southeast Wisconsin ,WeEnergiesMAIN,Severe Thunderstorms,,10,48000,,,,2005,2005
OE417-2005-0082,2005-11-12 00:00:00,11:00 p.m.,"11/14/05, 11:59 p.m.",,Western and Central portions of Michigan's Lower Peninsula,ECAR,Severe Thunderstorm,,408,272355,,,,2005,2005
OE417-2005-0083,2005-12-15 00:00:00,4:00 a.m.,"12/21/05, 5:00 p.m.",,Piedmont North Carolina and South Carolina,SERC,Ice Storm,,3500,683000,,,,2005,2005
OE417-2005-0084,2005-12-15 00:00:00,5:05 a.m.,"12/16/05, 12:10  p.m.",,Northeast Georgia,SERC,Ice Storm,,75,52659,,,,2005,2005
OE417-2005-0085,2005-12-31 00:00:00,6:00 a.m.,"01/05/06, 9:00 a.m.",,Northern and Central California,WECC,Severe Storms,,800,1667316,,,,2005,2005
OE417-2006-0001,2006-01-14 00:00:00,3:45 p.m.,5:30 p.m. January 16,,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RFC,High Winds,,--,142315,,,,2006,2006
OE417-2006-0002,2006-01-18 00:00:00,3:16 p.m.,6:34 p.m. January 18,,Southern and Central Maine,NPCC,Severe Storm,,75,63000,,,,2006,2006
OE417-2006-0003,2006-02-04 00:00:00,1:34 a.m.,12:01 a.m. February 06,,"Snohomish County, Washington",WECC,Strong Winds,,150,123827,,,,2006,2006
OE417-2006-0004,2006-02-04 00:00:00,4:30 a.m.,8:00  a.m. February 08,,Western Washington,WECC,Severe Windstorm,,--,140000,,,,2006,2006
OE417-2006-0005,2006-02-11 00:00:00,9:00 p.m.,11:00 p.m. February 14,,Baltimore Metropolitan and Central Maryland,RFC,Major Snow Storm,,500,180000,,,,2006,2006
OE417-2006-0006,2006-02-12 00:00:00,12:06 a.m.,5:44 p.m.   February 14,,"Washington DC, Montgomery and Prince Georges Counties MD",RFC,Major Snow Storm,,300,60000,,,,2006,2006
OE417-2006-0007,2006-02-12 00:00:00,2:00 a.m.,4:00 p.m. February 14,,Entire Atlantic City Electric territory Southern New Jersey,RFC,Winter Snow/Ice Storm,,80,130000,,,,2006,2006
OE417-2006-0008,2006-02-12 00:00:00,2:00 a.m.,7:00 a.m. February 13,,Entire Delmarva Power service territory,RFC,Winter Snow/Ice Storm,,50,58000,,,,2006,2006
OE417-2006-0009,2006-02-12 00:00:00,5:55 a.m.,2:00 p.m. February 12,,Northern and Northwestern Virginia,RFC,Severe Snow Storm,,250,126000,,,,2006,2006
OE417-2006-0010,2006-02-16 00:00:00,12:00 p.m.,11:00 p.m. February 20,,"Muskegon, Michigan easterly to Bay City, Michigan",RFC,Severe Thunderstorm/ Snow/Ice Storm,,100,252089,,,,2006,2006
OE417-2006-0011,2006-02-16 00:00:00,Ongoing,Ongoing,,North Dakota,MRO,Fuel Supply - Deficiency Coal Rail Transportation Interruption,,1650,0,,,,2006,2006
OE417-2006-0012,2006-02-17 00:00:00,4:32 a.m.,12:00 p.m. February 17,,Upstate New York,NPCC,Severe Weather,,250,200000,,,,2006,2006
OE417-2006-0013,2006-02-18 00:00:00,8:50 a.m.,4:09 p.m. February 18,,Colorado,WECC,Inadequate Electric Resources to Serve Load,,428,-,,,,2006,2006
